Company,Industry,Short Description (< 5 words),Title,Technology,Tag,Year,Link
Amazon,Tech,Improve video streaming quality,Elevate Streaming Quality with AI: Prime Video's Innovative Approach,AI agents,ops,2025,https://www.youtube.com/watch?v=2yK1IUC5bi0
Trivago,"Travel,E-commerce and retail",Build production-ready AI apps,AI at trivago: from experimentation to everyday impact,Generative AI & LLM,ops,2025,https://tech.trivago.com/post/2025-10-30-ai-at-trivago-from-experimentation-to-everyday-impact
Gradient Labs,Tech,AI agent for financial services,Building resilient agentic systems,AI agents,customer support,2025,https://blog.gradient-labs.ai/p/building-resilient-agentic-systems
Instacart,Delivery and mobility,Better understand user intent,Building The Intent Engine: How Instacart is Revamping Query Understanding with LLMs,Generative AI & LLM,search,2025,https://tech.instacart.com/building-the-intent-engine-how-instacart-is-revamping-query-understanding-with-llms-3ac8051ae7ac
Google Deepmind,Tech,AI agent for research,Building Deep Research: A Production AI Research Assistant Agent,AI agents,search,2025,https://www.latent.space/p/gdr
Digits,Fintech and banking,AI agents for accounting,Agents in production: Lessons shared at MLOps World 2025,AI agents,data analytics,2025,https://digits.com/blog/mlops-world-2025-slides/
Thomson Reuters,Media and streaming,AI agent for legal research,Deep Research in Westlaw and CoCounsel: Building Agents That Research Like Lawyers,AI agents,"search,product feature",2025,https://medium.com/tr-labs-ml-engineering-blog/deep-research-in-westlaw-and-cocounsel-building-agents-that-research-like-lawyers-508ad5c70e45
Meta,Social platforms,Improve notification quality on social media,A New Ranking Framework for Better Notification Quality on Instagram,Predictive ML,"recommender system,product feature",2025,https://engineering.fb.com/2025/09/02/ml-applications/a-new-ranking-framework-for-better-notification-quality-on-instagram/
Flipkart,E-commerce and retail,Predict product attributes from images,The Future of E-commerce: How AI is Learning to Describe Products with Less Data,Generative AI & LLM,"ops,data analytics",2025,https://blog.flipkart.tech/the-future-of-e-commerce-how-ai-is-learning-to-describe-products-with-less-data-8dfbf05f83a1
LinkedIn,Social platforms,AI hiring assistant,The LinkedIn Generative AI Application Tech Stack: Extending to Build AI Agents,AI agents,"ops,HR tasks",2025,https://www.linkedin.com/blog/engineering/generative-ai/the-linkedin-generative-ai-application-tech-stack-extending-to-build-ai-agents
LinkedIn,Social platforms,Agentic hiring assistant,Building the agentic future of recruiting: how we engineered LinkedIn’s Hiring Assistant,AI agents,"ops,HR tasks",2025,https://www.linkedin.com/blog/engineering/ai/how-we-engineered-linkedins-hiring-assistant
JPMorganChase,Fintech and banking,Threat modeling copilot for finance,Revolutionizing Threat Modeling with AI: The Threat Modeling Co-Pilot,Predictive ML,"ops,data analytics",2025,https://arxiv.org/pdf/2503.09586
Uber,Delivery and mobility,Improve model interpretability ,Enabling Deep Model Explainability with Integrated Gradients at Uber,Predictive ML,"ops,data analytics",2025,https://www.uber.com/en-GB/blog/enabling-deep-model-explainability-with-integrated-gradients/?uclick_id=0a73d271-32e7-4b77-9697-a587a4c8d9fe
Doordash,Delivery and mobility,Detect content gaps and draft answers,A scalable LLM approach to enhancing chatbot knowledge with user-generated content,RAG,"customer support,chatbot",2025,https://careersatdoordash.com/blog/doordash-llm-chatbot-knowledge-with-ugc/
Salesforce,Tech,Build agentic enterprise,From Pilot to Playbook: What We Learned from Our First Year Using Agentforce,AI agents,ops,2025,https://www.salesforce.com/news/stories/first-year-agentforce-customer-zero/
Duolingo,Tech,Automate regression testing,How we reduced manual regression tests by 70% using AI tools,Generative AI & LLM,software ops,2025,https://blog.duolingo.com/reduced-regression-testing/
Swiggy,Delivery and mobility,Text-to-SQL assistant and data analyst,Hermes V3: Building Swiggy’s Conversational AI Analyst,AI agents,data analytics,2025,https://bytes.swiggy.com/hermes-v3-building-swiggys-conversational-ai-analyst-a41057a2279d
Cubic,Tech,AI code review agent ,How we made our AI code reviewer stop being so noisy,AI agents,code generation / review,2025,https://www.cubic.dev/blog/learnings-from-building-ai-agents
Hubspot,Tech,AI-powered code writing,Context is Key: How HubSpot Scaled AI Adoption,Generative AI & LLM,code generation / review,2025,https://product.hubspot.com/blog/context-is-key-how-hubspot-scaled-ai-adoption
Pinterest,Social platforms,AI agents for data observability,Autonomous Observability at Pinterest (Part 1 of 2),AI agents,"ops,data analytics",2025,https://medium.com/pinterest-engineering/autonomous-observability-at-pinterest-part-1-of-2-eb0adae830ba
Etsy,E-commerce and retail,Create detailed buyer profiles,Building Etsy Buyer Profiles with LLMs,Generative AI & LLM,content personalization,2025,https://www.etsy.com/codeascraft/building-etsy-buyer-profiles-with-llms
Amazon,Tech,Improve product discovery,Simplifying book discovery with ML-powered visual autocomplete suggestions,Predictive ML,"search,product feature",2025,https://www.amazon.science/blog/simplifying-book-discovery-with-ml-powered-visual-autocomplete-suggestions
Shopify,E-commerce and retail,Improve product search at scale,Building world-class product search at Shopify,Predictive ML,"search,product feature",2025,https://shopify.engineering/world-class-product-search
Ramp,Fintech and banking,Build trustworthy AI agents,How To Build Agents Users Can Trust,AI agents,ops,2025,https://builders.ramp.com/post/how-to-build-agents-users-can-trust
Asos,E-commerce and retail,AI-powered vibe coding,Introducing Test-Driven Vibe Development,Generative AI & LLM,code generation / review,2025,https://medium.com/asos-techblog/introducing-test-driven-vibe-development-0effe6430691
Doordash,Delivery and mobility,Infer user preferences,Using LLMs to infer grocery preferences from DoorDash restaurant orders,Generative AI & LLM,recommender system,2025,https://careersatdoordash.com/blog/doordash-llms-for-grocery-preferences-from-restaurant-orders/
Grab,Delivery and mobility,Internal ChatGPT-like tool ,"From failure to success: The birth of GrabGPT, Grab’s internal ChatGPT",Generative AI & LLM,"chatbot,customer support",2025,https://engineering.grab.com/the-birth-of-grab-gpt
IBM,Tech,AI agents for software development,Hard-Earned Lessons from a Year of Building AI Agents,AI agents,code generation / review,2025,https://medium.com/@mayamurad/hard-earned-lessons-from-a-year-of-building-ai-agents-945d90c78707
Harvey,Tech,AI agent for legal research,How Agentic Search Unlocks Legal Research Intelligence at :Harvey:,AI agents,"search,product feature",2025,https://www.harvey.ai/blog/how-agentic-search-unlocks-legal-research-intelligence
Doordash,Delivery and mobility,Detect fraud trends,Building an anomaly detection platform at DoorDash to catch fraud trends early,Predictive ML,fraud detection,2025,https://careersatdoordash.com/blog/doordash-anomaly-detection-platform-to-catch-fraud-trends/
Grab,Delivery and mobility,Internal agentic AI platform,"SpellVault’s evolution: Beyond LLM apps, towards the agentic future",Generative AI & LLM,ops,2025,https://engineering.grab.com/spellvault-evolution-beyond-llm
Doordash,Delivery and mobility,Personalize homepage experience,When GenAI Meets Personalization: Powering DoorDash’s next-generation homepage experience ,Generative AI & LLM,content personalization,2025,https://careersatdoordash.com/blog/doordashs-next-generation-homepage-genai/
Amazon,Tech,Safely deploy AI apps,How Amazon.com approaches GenAI implementations,AI agents,ops,2025,https://www.youtube.com/watch?v=2GACFkYXLZ8
OLX,E-commerce and retail,Improve product search,"Hybrid Search — Where Keywords Meet Vectors, Enabling Classifieds Discovery",Predictive ML,"search,product feature",2025,https://tech.olx.com/hybrid-search-where-keywords-meet-vectors-enabling-classifieds-discovery-b7c383fe4fc4
New York Times,Media and streaming,Optimize digital subscription funnel,Scaling Subscriptions at The New York Times with Real-Time Causal Machine Learning,Predictive ML,causality,2025,https://open.nytimes.com/scaling-subscriptions-at-the-new-york-times-with-real-time-causal-machine-learning-5f23a7b24ff4
Ramp,Fintech and banking,AI agent for research,Meet Ramp Research: Our Agentic Data Analyst,AI agents,search,2025,https://engineering.ramp.com/post/meet-ramp-research
Propel,Tech,Resolve benefits interruptions,Using AI to help SNAP recipients diagnose and restore lost benefits,AI agents,"customer support,chatbot",2025,https://www.propel.app/insights/using-ai-to-help-snap-recipients-diagnose-and-restore-lost-benefits/
FuzzyLabs,Tech,Investigate SRE incidents,How We Built Our SRE Agent using FastMCP,AI agents,software ops,2025,https://www.fuzzylabs.ai/blog-post/how-we-built-our-sre-agent-using-fastmcp
Booking,"Travel,E-commerce and retail",Suggest relevant responses to customer inquiries,Building a GenAI Agent for Partner-Guest Messaging,AI agents,"product feature,customer support",2025,https://booking.ai/building-a-genai-agent-for-partner-guest-messaging-f54afb72e6cf
Spotify,Media and streaming,Migrate codebase,"Rewriting all of Spotify's code base, all the time",AI agents,software ops,2025,https://www.youtube.com/watch?v=1oicrAfrEIk
Trunk,Tech,AI DevOps agent for root cause analysis,(Attempting to) Engineer the chaos out of AI agents,AI agents,"data analytics,software ops",2025,https://trunk.io/blog/attempting-to-engineer-the-chaos-out-of-ai-agents
Zalando,E-commerce and retail,Migrate UI component libraries,Dead Ends or Data Goldmines? Investment Insights from Two Years of AI-Powered Postmortem Analysis,Generative AI & LLM,data analytics,2025,https://engineering.zalando.com/posts/2025/02/llm-migration-ui-component-libraries.html
Volvo,Tech,Natural language questions to SQL,RAG models to autonomous AI agents,AI agents,data analytics,2025,https://www.youtube.com/watch?v=ZVlTrfeMND8
Coinbase,Fintech and banking,AI-powered tool for better decision-making,"Making Smarter Decisions, Faster with AI at Coinbase",AI agents,ops,2025,https://www.coinbase.com/en-it/blog/making-smarter-decisions-faster-with-AI-at-Coinbase
Amazon,Tech,Detect cyber threats,How Amazon uses AI agents to anticipate and counter cyber threats,AI agents,fraud detection,2025,https://www.amazon.science/blog/how-amazon-uses-ai-agents-to-anticipate-and-counter-cyber-threats
Coinbase,Fintech and banking,Improve product testing ,How we are improving product quality at Coinbase with AI agents,AI agents,software ops,2025,https://www.coinbase.com/en-it/blog/How-We-are-Improving-Product-Quality-at-Coinbase-with-AI-agents
Dropbox,Tech,Building context into agentic AI,How Dash uses context engineering for smarter AI,AI agents,ops,2025,https://dropbox.tech/machine-learning/how-dash-uses-context-engineering-for-smarter-ai
Orbital,Tech,Automate legal due diligence for real estate,"We built an AI Assistant, Orbital Copilot, that thinks like a real estate lawyer",AI agents,product feature,2025,https://tech.orbitalwitness.com/posts/2024-01-10-we-built-an-ai-agent-that-thinks-like-a-real-estate-lawyer/
Netflix,Media and streaming,Foundation model for content recommendation,Integrating Netflix’s Foundation Model into Personalization applications,Generative AI & LLM,recommender system,2025,https://netflixtechblog.medium.com/integrating-netflixs-foundation-model-into-personalization-applications-cf176b5860eb
Target,E-commerce and retail,Generate synthetic digital orders,Unlocking the Power of Synthetic Digital Orders in Retail,Predictive ML,demand forecasting,2025,https://tech.target.com/blog/synthetic-digital-orders
Harvey,Tech,AI agent for legal research,3 Principles That Helped us Scale Agent Development,AI agents,"search,product feature",2025,https://www.harvey.ai/blog/principles-that-helped-us-scale-agent-development
Stack Overflow,Tech,Automate question reviews,A look under the hood: How (and why) we built Question Assistant,Generative AI & LLM,customer support,2025,https://stackoverflow.blog/2025/03/12/a-look-under-the-hood-how-and-why-we-built-question-assistant/
Amazon,Tech,Improve the quality of product data,Using LLMs to improve Amazon product listings,Generative AI & LLM,data analytics,2025,https://www.amazon.science/blog/using-llms-to-improve-amazon-product-listings
Linkedin,Social platforms,Transforms natural language questions into SQL,Practical text-to-SQL for data analytics,Predictive ML,data analytics,2024,https://www.linkedin.com/blog/engineering/ai/practical-text-to-sql-for-data-analytics
Gitlab,Tech,Testing quality of AI-generated outputs,Developing GitLab Duo: How we validate and test AI models at scale,Generative AI & LLM,product feature,2024,https://about.gitlab.com/blog/2024/05/09/developing-gitlab-duo-how-we-validate-and-test-ai-models-at-scale/
Gitlab,Tech,Overview of LLM-powered product features,Developing GitLab Duo: How we are dogfooding our AI features,Generative AI & LLM,product feature,2024,https://about.gitlab.com/blog/2024/05/20/developing-gitlab-duo-how-we-are-dogfooding-our-ai-features/
Discord,Social platforms,Overview of generative AI use cases,Developing rapidly with Generative AI,Generative AI & LLM,code generation / review,2024,https://discord.com/blog/developing-rapidly-with-generative-ai
Delivery Hero,Delivery and mobility,Multilingual search,How we improved multilingual search with few-shot LLM translations,Generative AI & LLM,search,2024,https://tech.deliveryhero.com/blog/how-we-improved-multilingual-search-with-few-shot-llm-translations/
Replit,Tech,Finetuning LLMs for code repairs,Building LLMs for Code Repair,Generative AI & LLM,product feature,2024,https://blog.replit.com/code-repair
Coinbase,Fintech and banking,Build RAG-based customer support chatbot,Behind the Scenes of the Conversational Coinbase Chatbot,RAG,"customer support,chatbot",2024,https://www.coinbase.com/en-ar/blog/behind-the-scenes-of-the-conversational-coinbase-chatbot
Segment,Tech,Define audience segments with natural language,LLM-as-Judge: Evaluating and Improving Language Model Performance in Production,Generative AI & LLM,product feature,2024,https://segment.com/blog/llm-as-judge/
Autotrader,E-commerce and retail,Speed up the creation of labeled datasets,"So many labels, so little time; accelerating our image labelling process",CV,"ops,data analytics",2024,https://engineering.autotrader.co.uk/2024/05/31/image-labels.html
Nubank,Fintech and banking,Prevent fraud with sequential modeling,Unlocking the potential of sequential modeling in fraud prevention: Insights from experts at Nubank,Predictive ML,"ops,fraud detection",2024,https://building.nubank.com/the-potential-of-sequential-modeling-in-fraud-prevention-insights-from-experts-at-nubank/
Canva,Tech,Detect related groups of objects ,How we see groups in design,CV,product feature,2024,https://www.canva.dev/blog/engineering/how-we-see-groups-in-design/
Lyft,Delivery and mobility,Provide accurate ETAs,ETA (Estimated Time of Arrival) Reliability at Lyft,Predictive ML,ETA prediction,2024,https://eng.lyft.com/eta-estimated-time-of-arrival-reliability-at-lyft-d4ca2720bda8
Tubi,Media and streaming,Recommend content to watch,How to Monitor a Recommender System,Predictive ML,recommender system,2024,https://code.tubitv.com/how-to-monitor-a-recommender-system-6d720c922c90
Binance,Fintech and banking,Detect fraudlent proof of payment,Binance P2P’s Invisible Guardians: Using Computer Vision to Detect Fraud,CV,fraud detection,2024,https://www.binance.com/en/blog/tech/7256282002014933080
Delivery Hero,Delivery and mobility,Extract and visualize data with no-code,Introducing the AI Data Analyst “QueryAnswerBird” – Part 1. Utilization of RAG and Text-to-SQL,AI agents,data analytics,2024,https://tech.deliveryhero.com/blog/introducing-the-ai-data-analyst-queryanswerbird-part-1-utilization-of-rag-and-text-to-sql/
Linkedin,Social platforms,Adapt LLMs to your domain,How we built domain-adapted foundation GenAI models to power our platform,Generative AI & LLM,ops,2024,https://www.linkedin.com/blog/engineering/generative-ai/how-we-built-domain-adapted-foundation-genai-models-to-power-our-platform
Asos,E-commerce and retail,Optimally rank product listings,Transforming Recommendations at ASOS,Predictive ML,recommender system,2024,https://medium.com/asos-techblog/transforming-recommendations-at-asos-254b95c6a07a
Grab,Delivery and mobility,Generate analytical reports using LLMs,Leveraging RAG-powered LLMs for Analytical Tasks,RAG,data analytics,2024,https://engineering.grab.com/transforming-the-analytics-landscape-with-RAG-powered-LLM
Uber,Delivery and mobility,Transform natural language to SQL queries,QueryGPT – Natural Language to SQL Using Generative AI,Generative AI & LLM,product feature,2024,https://www.uber.com/en-IN/blog/query-gpt/
Delivery Hero,Delivery and mobility,Improve data discoverability,Introducing the AI Data Analyst “QueryAnswerBird” – Part 2: Data Discovery,AI agents,data analytics,2024,https://tech.deliveryhero.com/blog/introducing-the-ai-data-analyst-queryanswerbird-part-2-data-discovery/
Salesforce,Tech,AI agent for event management ,How We Built the First Dreamforce Event Agent in 5 Days with Agentforce,AI agents,ops,2024,https://www.salesforce.com/blog/build-an-ai-agent/
Linkedin,Social platforms,Automatically evaluate search quality,Automated GenAI-driven search quality evaluation,Generative AI & LLM,search,2024,https://www.linkedin.com/blog/engineering/ai/automated-genai-driven-search-quality-evaluation
Pinterest,Social platforms,Transform user questions to SQL queries,How we built Text-to-SQL at Pinterest,RAG,data analytics,2024,https://medium.com/pinterest-engineering/how-we-built-text-to-sql-at-pinterest-30bad30dabff
Meta,Social platforms,Investigate reliability incidents using AI,Leveraging AI for efficient incident response,Generative AI & LLM,software ops,2024,https://engineering.fb.com/2024/06/24/data-infrastructure/leveraging-ai-for-efficient-incident-response/
Coches.net,E-commerce and retail,Improve search on a car marketplace,From Filters to Phrases: Our AI Revolution in Car Search,Generative AI & LLM,search,2024,https://medium.com/adevinta-tech-blog/from-filters-to-phrases-our-ai-revolution-in-car-search-2d7c73ca4886
Cherrypick,E-commerce and retail,Create personalized meal plans,How to Build a Robust LLM Application,Generative AI & LLM,content personalization,2024,https://www.chrismdp.com/how-to-build-a-robust-llm-application/
Malt,Tech,Recommend relevant projects to freelancers,Super Powering our Freelancer Recommendation System using a Vector Database,Predictive ML,recommender system,2024,https://blog.malt.engineering/super-powering-our-freelancer-recommendation-system-using-a-vector-database-add643fcfd23
Pinterest,Social platforms,Generate image backgrounds from text,"Building Pinterest Canvas, a text-to-image foundation model",CV,product feature,2024,https://medium.com/pinterest-engineering/building-pinterest-canvas-a-text-to-image-foundation-model-aa34965e84d9
Walmart,E-commerce and retail,Better answer user tail queries,Semantic Retrieval at Walmart,Generative AI & LLM,search,2024,https://arxiv.org/abs/2412.04637
Meta,Social platforms,Deliver personalized ads,Sequence learning: A paradigm shift for personalized ads recommendations,Predictive ML,"recommender system,ad ranking / targeting",2024,https://engineering.fb.com/2024/11/19/data-infrastructure/sequence-learning-personalized-ads-recommendations/
Dropbox,Tech,Summarize and answer questions about files,Bringing AI-powered answers and summaries to file previews on the web,Generative AI & LLM,product feature,2024,https://dropbox.tech/machine-learning/bringing-ai-powered-answers-and-summaries-to-file-previews-on-the-web
Vimeo,Media and streaming,Summarize video content,Unlocking knowledge sharing for videos with RAG,RAG,product feature,2024,https://medium.com/vimeo-engineering-blog/unlocking-knowledge-sharing-for-videos-with-rag-810ab496ae59
Booking,"Travel,E-commerce and retail",Optimize search results for hotel listings,The Engineering Behind High-Performance Ranking Platform: A System Overview,Predictive ML,search,2024,https://medium.com/booking-com-development/the-engineering-behind-booking-coms-ranking-platform-a-system-overview-2fb222003ca6
Airbnb,"Travel,E-commerce and retail",Rank search results for map interface,Improving Search Ranking for Maps,Predictive ML,search,2024,https://medium.com/airbnb-engineering/improving-search-ranking-for-maps-13b03f2c2cca
Instacart,Delivery and mobility,Generate images of food products,Enhancing FoodStorm with AI Image Generation,Generative AI & LLM,ops,2024,https://tech.instacart.com/enhancing-foodstorm-with-ai-image-generation-d76a74867fa4
Gojek,Delivery and mobility,Targeted special offers,How Gojek Allocates Personalised Vouchers At Scale,Predictive ML,causality,2024,https://www.gojek.io/blog/how-gojek-allocates-personalised-vouchers-at-scale
Walmart,E-commerce and retail,Group products by type,Using Predictive and Gen AI to Improve Product Categorization at Walmart,Generative AI & LLM,item classificatiion,2024,https://medium.com/walmartglobaltech/using-predictive-and-gen-ai-to-improve-product-categorization-at-walmart-dc9821c6a481
Instacart,Delivery and mobility,Efficiently allocate marketing budget,Bandits for Marketing Optimization,Predictive ML,"causality,ad ranking / targeting",2024,https://tech.instacart.com/bandits-for-marketing-optimization-f5a63b9bfaa7
Walmart,E-commerce and retail,Extract product attributes from PDFs,Extracting Product Attributes from PDFs using PAE Framework,Predictive ML,item classification,2024,https://medium.com/walmartglobaltech/extracting-product-attributes-from-pdfs-using-pae-framework-17889c73fdd4
Pinterest,Social platforms,Personalize notifications in near real-time,NEP: Notification System and Relevance,Predictive ML,content personalization,2024,https://medium.com/pinterest-engineering/nep-notification-system-and-relevance-a7fff21986c7
Linkedin,Social platforms,Improve content search results,Introducing Semantic Capability in LinkedIn's Content Search Engine,Predictive ML,search,2024,https://www.linkedin.com/blog/engineering/search/introducing-semantic-capability-in-linkedins-content-search-engine
Grammarly,Tech,Build multilingial writing assistant,Advancing AI-Powered Intelligent Writing Assistance across Multiple Languages,Generative AI & LLM,product feature,2024,https://www.grammarly.com/blog/engineering/advancing-intelligent-writing/
Etsy,E-commerce and retail,Detect policy-violating items,Machine Learning in Content Moderation at Etsy,Predictive ML,spam / content moderation,2024,https://www.etsy.com/codeascraft/machine-learning-in-content-moderation-at-etsy?
Google,Tech,How Google search works,How Google Search ranking works,Predictive ML,search,2024,https://searchengineland.com/how-google-search-ranking-works-445141
Airbnb,"Travel,E-commerce and retail",Identify and classify personal data,Personal Data Classification,Predictive ML,"ops,item classification",2024,https://medium.com/airbnb-engineering/personal-data-classification-2d816d8ea516
Instacart,Delivery and mobility,Optimize search relevance,Optimizing search relevance at Instacart using hybrid retrieval,Predictive ML,search,2024,https://tech.instacart.com/optimizing-search-relevance-at-instacart-using-hybrid-retrieval-88cb579b959c
Doordash,Delivery and mobility,Build LLM-based support chatbot ,Path to high-quality LLM-based Dasher support automation,RAG,customer support,2024,https://careers.doordash.com/blog/large-language-modules-based-dasher-support-automation/
Thomson Reuters,Media and streaming,Improve customer support ,Better Customer Support Using Retrieval-Augmented Generation (RAG) at Thomson Reuters,RAG,customer support,2024,https://medium.com/tr-labs-ml-engineering-blog/better-customer-support-using-retrieval-augmented-generation-rag-at-thomson-reuters-4d140a6044c3
Instacart,Delivery and mobility,Help users discover new products,Supercharging Discovery in Search with LLMs,Generative AI & LLM,search,2024,https://tech.instacart.com/supercharging-discovery-in-search-with-llms-556c585d4720
Grab,Delivery and mobility,Help users discover data,Enabling conversational data discovery with LLMs at Grab,Generative AI & LLM,data analytics,2024,https://engineering.grab.com/hubble-data-discovery
Github,Tech,Analyze customer feedback at scale,How GitHub harnesses AI to transform customer feedback into action,Generative AI & LLM,data analytics,2024,https://github.blog/ai-and-ml/machine-learning/how-github-harnesses-ai-to-transform-customer-feedback-into-action/
Roblox,Gaming,Detect policy violations in voice ,Deploying ML for Voice Safety,Predictive ML,"product feature,spam / content moderation,voice interface",2024,https://corp.roblox.com/newsroom/2024/07/deploying-ml-for-voice-safety
New York Times,Media and streaming,Curate home page content,How The New York Times Incorporates Editorial Judgement in Algorithms to Curate Home Screen Content,Predictive ML,content personalization,2024,https://open.nytimes.com/how-the-new-york-times-incorporates-editorial-judgement-in-algorithms-to-curate-home-screen-content-85f48209fdad
Roblox,Gaming,Translate chats in near real-time ,Breaking Down Language Barriers with a Multilingual Translation Model,Generative AI & LLM,product feature,2024,https://corp.roblox.com/newsroom/2024/02/breaking-down-language-barriers-with-a-multilingual-translation-model
Shopify,E-commerce and retail,Improve consumer search intent ,How Shopify improved consumer search intent with real-time ML,Predictive ML,search,2024,https://shopify.engineering/how-shopify-improved-consumer-search-intent-with-real-time-ml
Grab,Delivery and mobility,Enhance the accuracy of search,"
LLM-assisted vector similarity search",Generative AI & LLM,search,2024,https://engineering.grab.com/llm-assisted-vector-similarity-search
Figma,Tech,Search for designs within files,The infrastructure behind AI search in Figma,Predictive ML,"search,product feature",2024,https://www.figma.com/blog/the-infrastructure-behind-ai-search-in-figma/
Airbnb,"Travel,E-commerce and retail",Implement LLM chatbot applications,Automation Platform v2: Improving Conversational AI at Airbnb,Generative AI & LLM,chatbot,2024,https://medium.com/airbnb-engineering/automation-platform-v2-improving-conversational-ai-at-airbnb-d86c9386e0cb
Expedia,"Travel,E-commerce and retail",Personalize ranking to traffic channel,Channel-Smart Property Search: How Expedia Tailors Rankings for You,Predictive ML,search,2024,https://medium.com/expedia-group-tech/learning-to-rank-at-expedia-group-how-to-adapt-the-property-search-result-page-based-on-f4ebef78c94b
Netflix,Media and streaming,Recommend content for long-term satisfaction,Recommending for Long-Term Member Satisfaction at Netflix,Predictive ML,recommender system,2024,https://netflixtechblog.com/recommending-for-long-term-member-satisfaction-at-netflix-ac15cada49ef
Spotify,Media and streaming,Generate content annotations,How We Generated Millions of Content Annotations,Generative AI & LLM,ops,2024,https://engineering.atspotify.com/2024/10/how-we-generated-millions-of-content-annotations/
Uber,Delivery and mobility,On-call copilot for question-answering,Genie: Uber’s Gen AI On-Call Copilot,Generative AI & LLM,product feature,2024,https://www.uber.com/en-HR/blog/genie-ubers-gen-ai-on-call-copilot/?uclick_id=92508acc-3a86-4fcc-bc5f-ba1799e3055e
Doordash,Delivery and mobility,Personalized notifications for restaurant recommendations ,Beyond the Click: Elevating DoorDash’s personalized notification experience with GNN recommendation,Predictive ML,recommender system,2024,https://careersatdoordash.com/blog/doordash-customize-notifications-how-gnn-work/
Revolut,Fintech and banking,Enterprise risk management with AI,Reinventing Risk at Revolut,Predictive ML,ops,2024,https://medium.com/revolut/reinventing-risk-at-revolut-77e63c552503
Instacart,Delivery and mobility,Make contextual product recommendations,Sequence models for Contextual Recommendations at Instacart,Generative AI & LLM,recommender system,2024,https://tech.instacart.com/sequence-models-for-contextual-recommendations-at-instacart-93414a28e70c
Swiggy,Delivery and mobility,Transform user questions to SQL queries,Hermes: A Text-to-SQL solution at Swiggy,Generative AI & LLM,product feature,2024,https://bytes.swiggy.com/hermes-a-text-to-sql-solution-at-swiggy-81573fb4fb6e
LinkedIn,Social platforms,Automate hiring routine tasks,"Under the hood: the tech behind the first agent from LinkedIn, Hiring Assistant",Generative AI & LLM,"ops,HR tasks",2024,https://www.linkedin.com/blog/engineering/generative-ai/the-tech-behind-the-first-agent-from-linkedin-hiring-assistant
Meta,Social platforms,Animate AI-generated images,How Meta animates AI-generated images at scale,Generative AI & LLM,product feature,2024,https://engineering.fb.com/2024/08/14/production-engineering/how-meta-animates-ai-generated-images-at-scale/
Klaviyo,Tech,Build intelligent customer profile segments,Building Segments AI,Generative AI & LLM,product feature,2024,https://klaviyo.tech/building-segments-ai-fe33d9cab822
Grammarly,Tech,On-device typing suggestions,Unlocking Personalization With an On-Device Model for the Grammarly Keyboard,Generative AI & LLM,product feature,2024,https://www.grammarly.com/blog/engineering/personal-language-model/
Klaviyo,Tech,Choose the right marketing channel,The stats that tell you what could have been: Counterfactual Learning and Uplift Modeling,Predictive ML,product feature,2024,https://klaviyo.tech/the-stats-that-tell-you-what-could-have-been-counterfactual-learning-and-uplift-modeling-e95d3b712d8a
Discord,Social platforms,Find relationships in data,Learning from structure: Discord's Entity-Relationship Embeddings ,NLP,"ops,data analytics",2024,https://discord.com/blog/learning-from-structure-discords-entity-relationship-embeddings
Booking,"Travel,E-commerce and retail",Detect interconnected fraud attacks,Leverage graph technology for real-time Fraud Detection and Prevention,Predictive ML,fraud detection,2024,https://medium.com/booking-com-development/leverage-graph-technology-for-real-time-fraud-detection-and-prevention-438336076ea5
Picnic,Delivery and mobility,Personalized recipe recommendations,Solving the weekly menu puzzle: recommendations at Picnic,Predictive ML,"recommender system,content personalization",2024,https://blog.picnic.nl/solving-the-weekly-menu-puzzle-recommendations-at-picnic-42da16b281ad
Upwork,Tech,AI assistant for hiring process,Scaling AI Models for Better Work Outcomes,Generative AI & LLM,"ops,HR tasks",2024,https://www.upwork.com/blog/scaling-ai-models-for-better-work-outcomes
Coinbase,Fintech and banking,Deploy an LLM chatbot,Lessons from launching Enterprise-grade GenAI solutions at Coinbase,Generative AI & LLM,chatbot,2024,https://www.coinbase.com/blog/lessons-from-launching-enterprise-grade-genAI-solutions-at-Coinbase
Adyen,Fintech and banking,Augment unit test generation,Elevating Code Quality Through LLM Integration: Adyen's Venture into Augmented Unit Test Generation,Generative AI & LLM,software ops,2024,https://www.adyen.com/knowledge-hub/elevating-code-quality-through-llm-integration
Playtika,Gaming,Personalize gaming experience,Lessons learned from multi-armed bandits in real-time production,Predictive ML,recommender system,2024,https://medium.com/@playtika-tech-ai/lessons-learned-from-multi-armed-bandits-in-real-time-production-777f2bdd4f5f
Trivago,"Travel,E-commerce and retail",Search system for travel app,Behind trivago's Smart AI Search: From Concept to Reality,Predictive ML,search,2024,https://tech.trivago.com/post/2024-12-17-behind-trivagos-ai-search-from-concept-to-reality
Playtika,Gaming,Generate visuals in games,Generative art at scale in Playtika,Generative AI & LLM,ops,2024,https://medium.com/@playtika-tech-ai/generative-art-at-scale-in-playtika-cf36be807fea
MongoDB,Tech,Build RAG-based support chatbot,Taking RAG to Production with the MongoDB Documentation AI Chatbot,RAG,"customer support,chatbot",2024,https://www.mongodb.com/developer/products/atlas/taking-rag-to-production-documentation-ai-chatbot/
Reforge,Tech,Draft tech docs with Gen AI,How We Built The Reforge Extension: A Deep Dive into Reforge’s AI Tech Stack,Generative AI & LLM,product feature,2024,https://www.reforge.com/blog/howwebuiltit
